Horodateur,Catégorie,Type de Question,Question,Réponse,Quelle est la difficulté de la question ? (subjectif),Votre nom,"Est-ce une question Troll ? (réponse sincère attendue, on pourra peut-être en faire un aspect du Trivial)",Nombre de Question
03/09/2020 19:16:47,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)","QCM (séparer les choix avec des "";"" )",Quel est l’acteur principal de « Kabhi Khushi Kabhie Gham » ? Aamir Khan ; Salman Khan ; Shahrukh Khan ,Shahrukh Khan,2,Léna,Non,
03/09/2020 19:18:30,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)","QCM (séparer les choix avec des "";"" )",Quel est l’acteur principal de « Dilwale Dulhania Le Jayenge » ? Salman Khan ; Shahrukh Khan ; Aamir Khan ,Shahrukh Khan,2,Léna,Non,
03/09/2020 19:24:37,Géographie (Cartographie & Géographie humaine),Question classique,Dans quel département se situe la commune de Ploumilliau ? ,Les Côtes d’Armor ,2,Léna ,Non,
03/09/2020 19:27:48,Montreuil,Question classique,"Comment s’appelle l’homme,  enterré au cimetière de Buffignécourt, qui a tué un chien ? ",Arnould Piéton ,5,Léna,Oui,
03/09/2020 19:32:03,Montreuil,Question classique,Qui Tanguy a-t-il aidé à construire la cabane à Saint Jacut ? ,THIERRY (mon papa) ,3,Lou ,Non,
03/09/2020 19:36:12,Géographie (Cartographie & Géographie humaine),Question classique,Comment s'appelle la plus haute caste indienne ? ,Les Brahmanes,3,Marius,Non,
03/09/2020 19:36:27,Géographie (Cartographie & Géographie humaine),Question classique,Dans quel département se situe la commune de Gros-Morne ? , Martinique ,3,Léna,Non,
03/09/2020 19:53:24,Montreuil,Question classique,"Quelle connaissance a sur l'une de ses photos de profil Facebook écrit : ''Jean-Michel Aulas, on vient tout casser chez toi'' ? ",Melie,4,Tiéno ,Non,
04/09/2020 14:43:29,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,Durant quel jeu de société est-il impossible de s'ennuyer ? ,Le QWIXX ! ,2,Tiéno ,Non,
04/09/2020 18:23:06,Géographie (Cartographie & Géographie humaine),Question classique,"Laquelle de ces ""mers"" est la plus petite : la mer d'Aral, la mer Caspienne, la mer morte, la mer noire ?","La mer morte (qui est en réalité un lac, comme la mer d'Aral)",3,Félicien,Non,
04/09/2020 18:25:47,Histoire (Politique & Date),Question classique,"Selon telestar, qui était le plus grand roi de France, par la taille ?","François 1er, 1m98 selon son armure",3,Félicien,Non,
04/09/2020 18:30:45,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,"Dans Le Proces de Kafka, de quoi est accusé K., le personnage principal ?","De rien (on peut aussi valider ""d'être humain"", ""de l'absurde de sa condition"")",3,Félicien,Non,
04/09/2020 18:33:42,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,"Combien de président des Etats-Unis Forrest Gump rencontre t-il dans le film éponyme ? En citer un s'il y en a, n'en citer aucun si votre réponse est 0.","3 (Kennedy, Johnson, Nixon)",3,Félicien,Non,
04/09/2020 18:34:39,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,Quelle est la racine quatrième de 81 ?,"3, car 3*3*3*3 = 81",3,Félicien,Non,
04/09/2020 18:37:21,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,"En cyclisme, quel mot italien signifiant ""petit groupe"" désigne le groupes des lâchés par le peloton ?",Le grupetto,3,Félicien,Non,
04/09/2020 18:43:03,Montreuil,Question classique,Emeric Lemaire a vécu ses années lycées à Dunkerque. Mais où était-il au conservatoire ?,Lille,3,Félicien,Non,
04/09/2020 18:45:11,Montreuil,Question classique,Quel est le prénom complet de Max Michel ?,Maximilien Pégasus Robespierre (Michel),3,Un inconnu,Non,
04/09/2020 18:46:02,Montreuil,Question classique,Quel est le prénom complet de Max (Michel),Max !,3,Félicien,Non,
04/09/2020 20:46:04,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,"Bien qu'il ne soit pas grand, qu'est Kirikou ? ",Vaillant,1,Tiéno ,Non,
05/09/2020 01:40:08,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,Quel sport a rapporté le plus de médailles olympiques à la France ?,L'escrime,3,Tadpsa,Non,
05/09/2020 01:42:06,Géographie (Cartographie & Géographie humaine),Question classique,Combien de pays siègent au Conseil de sécurité de l'ONU ?,15,2,Tadpsa,Non,
05/09/2020 01:45:53,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,"Face à une hyène peut-on s'exclamer ""oh le beau canidé !"" ou bien ""oh le beau félidé !"" ?","""oh le beau félidité !""",2,Tadpsa,Non,
05/09/2020 01:49:22,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...), Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,Citez un chanteur de Massilia sound system," 	Papet J, Moussu T, Gari Grèu, Blu, Janvié, DJ Kayalic, Lux B",3,Bertin,,
05/09/2020 01:51:19,Histoire (Politique & Date),Question classique,Citer 5 dirigeants du parti communiste de l'Union Soviétique ?,"Staline, Brejnev, Kroutchev, Gorbatchev, Andropov, Tchernenko, Lénine, Ivachko",4,Tadpsa,Non,
05/09/2020 01:52:42,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,Quel est le joueur le plus capé de l'Olympique de Marseille ?,Steve Mandanda (aout 2020,2,Bertin,,
05/09/2020 01:55:36,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,Au bout de combien de temps les saucisses de Turquish sont elles cuites dans Snatch ? ,"5 minutes, puis 10 minutes (les deux réponses sont acceptées)",3,Bertin,,
05/09/2020 01:58:15,Géographie (Cartographie & Géographie humaine),Question classique,Quel rivière coule à Marseille ?,"l'huveaune, le jarrret",2,bertin,Non,
05/09/2020 02:00:23,Histoire (Politique & Date),Question classique,Qui était à la tête de la COP 21 ?,Laurent Fabius,2,Bertin,Non,
05/09/2020 02:06:16,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,Quel est l'emprunte carbone d'un français en 2019 ?,11 tonnes de CO2/pers (à 1 tonne près),3,Bertin,Non,
05/09/2020 02:07:56,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,Quelle sont les limites de lancer du cochonnet à la pétanque ?  ,entre 6 et 10 mètres,3,Bertin,Non,
05/09/2020 02:08:15,Montreuil,Question classique,Que signifie l'acronyme TADPSA ?,Thibaut Arnoulx de Pirey Saint Alby,3,Tadpsa,Non,
05/09/2020 02:10:21,Géographie (Cartographie & Géographie humaine),Question classique,Que signifie canebière ?,Champ de chanvre (#onfumedelaweedmamene),3,bertin,Non,
05/09/2020 02:14:38,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,Citez un pétanqueur connu ? ,"Henri Lacroix, Dylan Rocher, Philippe Quintais, Philippe Suchaud, Tyson Moulinas, Wendie Renard, Christian Fazzino, Diego Rizzi, Vincent Bertin, Michel Divol, ect... (y a tellement de superstar dans le monde de la pétanque...) ",2,Bertin,Non,
05/09/2020 02:16:13,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,Combien y-a-t-il de frêres Karamazov ?,3,3,Tadpsa,Non,
05/09/2020 02:18:43,Géographie (Cartographie & Géographie humaine),Question classique,Citez un terminus du métro marseillais,"Ste Marguerite Dromel, Geze, La fouragère, La rose",2,Bertin,Non,
05/09/2020 02:19:50,Géographie (Cartographie & Géographie humaine),Question classique,"Combien y a t'il de Space invaders à Marseille, à 10% près","13, comme Marseille",3,Bertin,Non,
05/09/2020 02:22:16,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,Citez un poisson utilisé dans la bouillabaisse marseillaise,"la rascasse, le rouget barbet, la vive, le saint-pierre, le congre, la daurade, le merlan, la baudroie (lotte), le grondin (nommé localement la galinette) ",1,Bertin,Non,
05/09/2020 02:22:33,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,Qui a gagné la flèche Wallonne ?,Julian Alaphilippe ,3,Félicien,Non,
05/09/2020 02:24:05,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,Qu'est-ce qu'un completo ?,"Un ""hot-dog"" chilien",,,Non,
05/09/2020 02:24:18,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,Quel est le meilleur marqueur Marseillais (OM) lors de la saison 2013-2014 ? ,André-Pierre GIGNAC <3,1,Bertin,Non,
05/09/2020 02:25:38,Géographie (Cartographie & Géographie humaine),Question classique,Quel est le nom du premier ministre indien ? ,Modi (Narendra),3,Tadpsa,Non,
05/09/2020 02:28:01,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,Quelle est la musique d'entrée des joueurs au stade vélodrome (Ok c'est Orange Vélodrome mais en vrai c'est le stade vélodrome t'as vu) ? ,Van Halen - Jump,1,Bertin,Non,
05/09/2020 02:28:46,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,Qu'est-ce que le bortsch ?,Une soupe d'Europe de l'Est,3,Tadpsa,Non,
05/09/2020 02:32:31,Histoire (Politique & Date),Question classique,Pour quel raison Gaston Defferre était-il connu ? ,Maire de Marseille (1953-1986),1,Bertin,Non,
05/09/2020 02:35:26,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,Avec quoi faut-il couper le poulet selon Michel Dumas ? ,Couteau blanc (viande blanche),1,Bertin,Non,
05/09/2020 02:37:03,Géographie (Cartographie & Géographie humaine),Question classique,Combien y a t il d'arrondissement à Marseille ? ,16,1,Bertin,Non,
05/09/2020 02:44:22,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,"Dans le film les collègues réalisé par Philippe Dajoux, quel est le nom du championnat de foot ?",La mondialette ,1,Bertin,Non,
05/09/2020 02:51:45,Géographie (Cartographie & Géographie humaine),Question classique,Quelle ville a été désignée capitale européenne de la culture en 2013 ? ,Marseille (tu le sais cousin) ,1,Bertin,Non,
05/09/2020 02:53:50,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,Quel club français est le premier à avoir gagné la plus prestigieuse des coupes d'Europe de football ?,"Marseille, à jamais les premiers <3",1,Bertin,Non,
05/09/2020 12:20:01,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,Quel club français est le premier à avoir gagné la plus prestigieuse des coupes d'Europe de football ?,"Marseille, à jamais les premiers <3",3,Bertin,Non,
05/09/2020 12:20:38,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,Quel cycliste français a gagné la flèche Wallonne en 2018 ?,Julian Alaphilippe,3,Félicien,Non,
05/09/2020 18:13:59,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,A combien est noté les Knackis Herta sur Yuka à 2 près ? (échelle de 0 à 100 sur qualité nutritionnelle du produit) ,2,3,Marius,Non,
07/09/2020 22:45:37,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,A 5 centimes près combien coûte le paquet de « girandole torsades » barilla (1kg) chez Carrefour ? (Le 12/02/20),1€52,3,b20,Non,
10/09/2020 03:39:18,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,"Dans le donjon de Naheulbeuk, que faut-il faire pour accomplir la prophétie ? ",Il faut qu'un gnome des forêts du Nord unijambiste danse à la pleine lune au milieu des douze statuettes de Gladeulfeurha enroulées dans du jambon,4,Tiéno ,Non,
10/09/2020 19:50:07,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,"Dans le donjon de Naheulbeuk, quel est le premier aventurier à passer au niveau 2 ? ",La magicienne,2,Tiéno ,Non,
11/09/2020 21:52:15,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales), Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,Combien y a-t-il d'octets dans un kilo-octet ?,1024,3,Marius,Non,
11/09/2020 21:57:26,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,Quel est le mot de code radio international pour la lettre Z ?,Zulu (ou Zoulou),3,Marius,Non,
11/09/2020 22:09:24,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,"L'alphabet téléphonique français est un alphabet radio qui était utilisé sur le réseau de téléphonie fixe en France. Chaque lettre correspond à un prénom français, Citez ceux qui se cachent derrière les lettres F, G, L, P, V et X. (il n'y a ici que des prénoms masculins et 4 bonnes réponses sur 6 sont demandées)","François, Gaston, Louis, Pierre, Victor, Xavier",3,Marius,Non,
11/09/2020 22:14:55,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,"L'alphabet téléphonique français est un alphabet radio qui était utilisé sur le réseau de téléphonie fixe en France. Chaque lettre correspond à un prénom français, Citez ceux qui se cachent derrière les lettres S, T, Y et Z. (il n'y a ici que des prénoms féminins et 2 bonnes réponses sur 4 sont demandées)","Suzanne, Thérèse, Yvonne et Zoé",3,Marius,Non,
11/09/2020 22:57:29,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,"Classez par vitesse croissante les éléments suivants :
Les prochains TGV Maglev japonais (prévu pour 2027) ; L'air expulsé par un éternuement ; Les avions Mitsubishi A6M (que Jiro réussit à construire à la fin du ""Vent se lève"") ; Le record du monde de vitesse d'un volant de badminton ",Éternuement (55km/h) ; Badminton (493 km/h) ; TGV (505km/h) ; Avions (561km/h) ; ,3,Marius,Non,
12/09/2020 12:20:04,Montreuil,Question classique,De quelle couleur sont devenus les cheveux de Léa lorsqu'elle est allée dans la piscine en Ardèche?,Vert jcrois mais pas sure,1,Loupiotte,Non,
12/09/2020 12:22:29,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,"Quelle est la taille du plus grand cheval du monde? (au garrot, càd du dos)","2,05m au garrot ",3,loveléchevo,Non,
12/09/2020 12:23:51,Montreuil,Question classique,Comment s'appelait le poney préféré de Félix quand il faisait du poney dans le bois de Vincennes?,Déesse ,5,loveléponé,Non,
12/09/2020 12:28:04,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,"En photographie argentique, lorsque l'on tire une photo, on la fait passer successivement dans trois bains. Les deux premiers sont le révélateur et le bain d'arrêt. Quelle est le troisième?",Le fixateur,3,lourent,Non,
12/09/2020 12:36:25,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,"Quel est le nom de celui qui a réaliseé la toute première photographie, en France en 1826?",Nicéphore Niépce,3,Lourent,Non,
12/09/2020 12:39:20,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,"Qui a peint le tableau ""Carré blanc sur fond blanc""?",Kasimir Malevitch,4,Louret,Non,
12/09/2020 12:43:26,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,"Quel est ""l'artiste"" qui a réalisé l'oeuvre ""bouquet of tulips"" qui est une sculpture réalisé en hommage aux victimes des attentats de 2015 et 2016? (elle se trouve dans les jardins des Champs Elysée)","Jeff Koons, plus un escroc qu'un artiste d'ailleurs.",2,Lourent,Non,
12/09/2020 19:05:32,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,Donnez le genre de tentacule. ,"Kom tu veu, jte rappelais qu'ont à liberâte la parole #freecountry",1,Tiéno,Non,
13/09/2020 13:16:06,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,D’après le livre “Tchatche de Banlieue” quel est le synonyme de “Patate Fusillade”,Balayette Hélicoptère ,5,Pelo,,
13/09/2020 13:19:03,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,Quelle est la date de la création de la recette de la ratatouille ?,1778,3,Clem,Non,
13/09/2020 13:19:50,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,"Selon le livre “Tchatche de Banlieue” quelle est la traduction de la phrase suivante: “C’larlarto, il se prend de ces râteaux avec les gadjis”",Cet idiot connaît beaucoup de déconvenues avec les jeunes filles.,4,Pelo,,
13/09/2020 13:26:42,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,"Dans “Le Caire: Nid d’Espions”, selon OSS117, quelle caractéristique physique “laisse deviner” la traîtrise de Loktar ?",Sa petite taille,3,Pelo,,
13/09/2020 18:43:17,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,Qui a réalisé le film Tenet ?,Christopher Nolan,2,Clem,Non,
13/09/2020 19:52:41,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,Quel film a remporté l'Oscar du Meilleur Film en 2019 ?,Green Book,3,Clem,Non,
13/09/2020 19:56:37,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,Citez 3 films qui n'ont pas gagné l'Oscar du meilleur film en 2018.,"Call me by your name, Get Out, Les heures sombres, Dunkerque, Lady Bird, Pentagone Paper, Phantom Thread, Three Bilboard",2,Clem,Non,
13/09/2020 19:57:44,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,Quel film a remporté l'Oscar du Meilleur Film en 2011 ?,Le discours d'un roi,3,Clem,Non,
13/09/2020 19:58:19,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,Quel film a remporté l'Oscar du Meilleur Film en 2020 ?,Parasite,3, Clem,Non,
13/09/2020 19:59:37,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,Quel est le réalisateur le plus nominé pour l'Oscar du meilleur film ?,William Wyler (13 nominations),2,Clem,Non,
13/09/2020 20:01:47,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,Quel acteur a été le plus récompensé pour l'Oscar du meilleur acteur  ?,Daniel Day-Lewis,4,Clem,Non,
13/09/2020 20:03:31,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,Citez un des deux acteurs ayant refusé l'Oscar du meilleur acteur.,Marlon Brando (1973) et George C. Scott (1971),4,Clem,Non,
13/09/2020 20:15:24,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,Depuis quelle année sont décernés les Oscar ?,1929,4,Clem,Non,
13/09/2020 20:22:40,Histoire (Politique & Date),Question classique,Quelles sont les dates de la Première République ?,1792-1804,4,Clem,Non,
13/09/2020 20:24:35,Histoire (Politique & Date),Question classique,Combien de Président de ka République a compté la IVeme République française ?,2,4,Clem,Non,
13/09/2020 20:25:32,Histoire (Politique & Date),Question classique,Citez les deux présidents de la IVeme République ?,Vincent Auriol et René Coty,4,Clem,Non,
13/09/2020 20:28:32,Histoire (Politique & Date),Question classique,Lequel de ces personnages n'a jamais été Président de la République Française ? Sadi Carnot ; Vincent Auriol ; Adolphe Thiers ; Gaston Doumergue ; Gaston Maruéjol,Gaston Maruéjol,3,Clem,Non,
13/09/2020 20:30:27,Montreuil,Question classique,Qui a gagné la bataille de petit chevaux à La Bouscade ?,Marius et Roman,1,Clem,Non,
13/09/2020 20:31:44,Montreuil,Question classique,"Quel est le nom de famille de Théo, le pote de Clément ?",Théo Silvestrini,4,Clem,Non,
13/09/2020 20:37:21,Géographie (Cartographie & Géographie humaine),Question classique,Quel massif montagneux se trouve à la frontière du Puy de Dôme et du Cantal ?,Le Cézallier,4,Théo,Non,
13/09/2020 20:43:01,Montreuil,Question classique,Clemytho à-t-il déjà mytho dans une question de ce Trivial ?,Non,2,Clem,Non,
13/09/2020 20:43:52,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,"Si elle a le bas du dos bien bombé, qu'est-elle ?",Elle est djomb,2,Clem,Oui,
13/09/2020 20:45:50,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,"Citez 3 interprètes de la chanson ""Bande organisée""","JUL, SCH, Naps, Kofs, Soso Maness, ELAMS, Houari et Solda",2,Théo,,
13/09/2020 20:47:11,Histoire (Politique & Date),Question classique,Quelle est la date de la reconnaissance du viol conjugal en France?,1992,2,Léa,,
13/09/2020 20:47:29,Géographie (Cartographie & Géographie humaine),Question classique,Quelle est la capitale des États Fédérés de Micronésie ?,Palikir,4,Théo,,
13/09/2020 20:48:28,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,"Selon le rappeur “gang” SCH, dans sa chanson “Comme si”, ta daronne roule dans quel de type véhicule motorisé de la marque Mercedes ?",Classe C (Ta daronne en Classe C),3,Pelo,,
13/09/2020 20:48:56,Montreuil,Question classique,Quelle expression Alix a t-elle remasterisée en voulant parler des morts en Ephad?,« Ils sont tombés comme des petits pains au chocolat » (#socute),2,Léa ,,
13/09/2020 20:51:13,Géographie (Cartographie & Géographie humaine),Question classique,Quel est le nouveau nom du Swaziland ?,Eswatini,3,Théo,,
13/09/2020 20:51:19,Géographie (Cartographie & Géographie humaine),Question classique,"Au Mali, quels sont les deux dialectes principaux ?",Le Bambara et le Peul,4,Léa ,,
13/09/2020 20:54:04,Histoire (Politique & Date),Question classique,Qui était Hervé de Charette ?,Un haut fonctionnaire français,4,Clem,,
13/09/2020 20:54:15,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...), Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,"Sur le site internet “Wikipedia”, à quel mot revient on toujours en cliquant sur les premiers liens de n’importe quelle page ?",Philosophie,3,Pelo,,
13/09/2020 20:55:41,Montreuil,Question classique,Quelle coupe de cheveux avait Igor pendant les vacances chez Régis ?,Une coupe honteuse,1,Clem,,
13/09/2020 20:59:56,"Histoire (Politique & Date), Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,Qui a découvert la planète Neptune juste par le calcul ?,Le Verrier,3,Clem,,
13/09/2020 21:02:51,Géographie (Cartographie & Géographie humaine),Question classique,COmment s'appelle la rivière prenant sa source dans le Sancy et se jetant dans l'estuaire de la Garonne ?,La Dordogne,3,Théo,,
13/09/2020 21:03:54,Montreuil,Question classique,"D'où vient Théo, le pote de Clément ?",De La Bourboule,2,Théo,,
13/09/2020 21:05:47,Géographie (Cartographie & Géographie humaine),Question classique,Dans quelle pays se situe l'aéroport le plus haut en altitude du monde ?,En Bolivie,3,Théo,,
13/09/2020 21:10:56,Montreuil,Question classique,Quel est la date de la première question de ce Trivial ?,15 janvier 2020,2,Clem,,
13/09/2020 21:12:24,Géographie (Cartographie & Géographie humaine),Question classique,Dans quel pays se trouve principalement la région du Darfour ?,Au Soudan,3,Théo,,
13/09/2020 22:28:48,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,"Dans la série d'animation, Avatar Le Dernier Maître De L'Air, dans quel épisode découvre-t-on pour la première fois l'infortuné vendeur de choux? ",Episode 5.,4,Lila,,
14/09/2020 00:20:29,Montreuil,Question classique,Comment se prénomme le père de Lou la blonde ? ,TIRI,1,Tiéno ,,
14/09/2020 00:26:43,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,Qui sont les membres des Inconnus ?,"Pascal Légitimus, Didier Bourdon, Bernard Campan",3,Tiéno ,,
14/09/2020 00:29:37,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,Citer trois membres des Nuls. ,"Alain Chabat, Chantal Lauby, Dominique Farrugia, Bruno Carette",2,Tiéno ,,
14/09/2020 00:41:57,Montreuil,Question classique,Quel est le métier de Roman ? ,Enculé de voleur,1,Marc,,
14/09/2020 16:08:37,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,À quel courant philosophique s'oppose l'empirisme ? ,Le rationalisme (l'innéisme aussi accepté) ,2,Marius,,
14/09/2020 16:16:01,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,"A qui doit on la locution latine ""cogito, ergo sum"" ? ",Descartes,2,Marius,,
14/09/2020 16:22:59,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,"Qui a écrit la ""Critique de la raison pure""? ",Kant,2,Marius,,
14/09/2020 16:25:29,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,"Quel philosophe est à l'origine de ""l'idéalisme transcendantal""? ",Kant,3,Marius,,
14/09/2020 16:38:02,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,"Que signifie l'expression anglaise ""To create a storm in a teacup"" (créer une tempête dans une tasse de thé)? ",Rendre quelque chose de simple très compliqué (en faire tout un fromage) ,3,Marius,,
14/09/2020 16:40:11,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,"Que signifie l'expression anglaise ""make a mountain out of a molehill""? (faire une montagne à partir d'une taupinière) ",Dramatiser une situation (en faire tout un fromage) ,3,Marius,,
14/09/2020 16:43:33,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,Quel est le prénom de Fekir?,Hugo.,2,Lila,,
14/09/2020 16:46:39,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,"Que signifie l'expression anglaise ""Bob's your uncle""?",Tout va bien (se passer) ,3,Marius,,
14/09/2020 16:47:09,Histoire (Politique & Date),Question classique,De quel président Erwann B. est-il allé fêter la victoire présidentielle à la Bastille?,François Hollande.,1,Lila,,
14/09/2020 16:48:10,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,Quel est le prénom du crack de la pétanque parisienne?,Guy.,3,Lila,,
14/09/2020 16:49:34,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,Quel est le titre phare de Roland Cristal?,LE SAMEDI SOIR ON VA A LA FETE FORAINE !!!,1,Lila,,
